session_id,round_id,anchor,visual_treatment_id,paid,length,age,country,education,gender,nfctotal,rpstotal,round_payment,player_flips,round_score,round_num,live,firstSelected,checkBonus,bonusMissed,gameMode,condition,deltaT,numChecks,deltaTtoRational,waitingTime
908,4554,2348,3,0,3000,41,0,5,F,43,16,0.11,"['439', '867', '1041', '1193', '1352', '1500', '1647', '1935', '2242', '2348', '2556']",1792,2,No,"['439','867','1041','1193','1352','1500','1647','1935','2242','2556','2825']",TRUE,0,5,5CDM,2.568181818,11,2.561818182,3
908,4560,507,3,0,3000,41,0,5,F,43,16,0.14,"['469', '507', '886']",2421,3,No,"['469','886','1265','1458','1674','1916','2117','2462','2598','2875']",TRUE,0,5,5CDM,2.875,10,1.914,3
908,4564,1260,3,0,3000,41,0,5,F,43,16,0.13,"['473', '666', '1060', '1234', '1260', '1613']",2147,4,No,"['473','666','1060','1234','1613','1765','2090','2219','2583','2840']",TRUE,0,5,5CDM,2.84,10,2.091,3
908,4569,237,3,0,3000,41,0,5,F,43,16,0.14,"['237', '575']",2562,5,No,"['575','731','1140','1287','1602','1734','2109','2234','2579','2750']",TRUE,0,5,5CDM,2.75,10,2.152,3
912,4571,1611,3,0,3000,26,0,3,M,27,25,0.14,"['231', '787', '1242', '1534', '1611', '1617']",2494,0,No,"['1534','1734','1617','1242','787','231']",TRUE,0,5,5CDM,2.89,6,3.265,3
912,4574,889,3,0,3000,26,0,3,M,27,25,0.15,"['212', '889', '893']",2796,1,No,"['212','893','1617','2265','2704']",FALSE,0,5,5CDM,5.408,5,0.466,3
912,4577,1962,3,0,3000,26,0,3,M,27,25,0.13,"['204', '886', '1696', '1962', '2371']",2191,2,No,"['204','886','1696','2371','2814']",TRUE,0,5,5CDM,5.628,5,0,3
912,4582,1067,3,0,3000,26,0,3,M,27,25,0.14,"['280', '776', '1067', '1272']",2495,3,No,"['280','776','1272','1727','2215','2625']",TRUE,0,5,5CDM,4.375,6,1.32,3
912,4585,1426,3,0,3000,26,0,3,M,27,25,0.12,"['310', '632', '988', '1397', '1426', '1844']",2082,4,No,"['310','632','988','1397','1844','2250','2587']",TRUE,0,5,5CDM,3.695714286,7,1.932857143,3
912,4594,1094,3,0,3000,26,0,3,M,27,25,0.12,"['178', '371', '670', '840', '1068', '1094', '1454']",2040,5,No,"['178','371','670','840','1068','1454','1583','2064','1973','2189','2530','2825']",TRUE,0,5,5CDM,2.354166667,12,2.845,3
916,4580,2906,3,0,3000,31,0,4,F,35,23,0.15,"['1056', '2037', '2906']",2706,0,No,"['1056','2037']",TRUE,0,5,5CDM,10.185,2,-3.665,3
916,4584,2428,3,0,3000,31,0,4,F,35,23,0.13,"['715', '1556', '2325', '2428']",2128,1,No,"['715','1556','2325']",FALSE,0,5,5CDM,7.75,3,-1.493333333,3
916,4590,511,3,0,3000,31,0,4,F,35,23,0.14,"['511', '837']",2574,2,No,"['837','1681','2333']",TRUE,0,5,5CDM,7.776666667,3,-1.73,3
916,4595,262,3,0,3000,31,0,4,F,35,23,0.14,"['262', '685']",2477,3,No,"['685','1507','2291']",TRUE,0,5,5CDM,7.636666667,3,-1.263333333,3
916,4597,1489,3,0,3000,31,0,4,F,35,23,0.15,"['761', '1489', '1560']",2729,4,No,"['761','1560','2303']",TRUE,0,5,5CDM,7.676666667,3,-1.513333333,3
916,4600,585,3,0,3000,31,0,4,F,35,23,0.15,"['585', '719']",2766,5,No,"['719','1450','1965','2359','2696']",TRUE,0,5,5CDM,5.392,5,-0.156,3
915,4578,2509,3,0,3000,27,0,1,M,26,38,0.12,"['212', '337', '473', '844', '1321', '2509']",2009,0,No,"['212','337','473','844','1321']",FALSE,0,5,5CDM,2.642,5,4.382,3
915,4586,576,3,0,3000,27,0,1,M,26,38,0.14,"['234', '515', '576', '787']",2489,1,No,"['234','515','787','1098','1878','2537']",TRUE,0,5,5CDM,4.228333333,6,1.995,3
915,4591,556,3,0,3000,27,0,1,M,26,38,0.14,"['166', '431', '556', '727']",2529,2,No,"['166','431','727','996','1643','1840','2371']",TRUE,0,5,5CDM,3.387142857,7,2.677142857,3
915,4606,250,3,0,3000,27,0,1,M,26,38,0.15,"['250', '359']",2791,3,No,"['359','708','1329','1901','2409']",TRUE,0,5,5CDM,4.818,5,1.396,3
915,4608,1417,3,0,3000,27,0,1,M,26,38,0.12,"['333', '727', '1375', '1417', '2083']",1934,4,No,"['333','727','1375','2083','2446']",TRUE,0,5,5CDM,4.892,5,1.152,3
915,4615,782,3,0,3000,27,0,1,M,26,38,0.15,"['363', '782', '946']",2636,5,No,"['363','946','1537','2147','2678']",TRUE,0,5,5CDM,5.356,5,0.468,3
913,4575,2908,3,0,3000,34,0,1,F,45,8,0.14,"['405', '1026', '1590', '2125', '2621', '2908']",2408,0,No,"['405','1026','1590','2125','2621']",TRUE,0,5,5CDM,5.242,5,0.456,3
913,4587,1206,3,0,3000,34,0,1,F,45,8,0.13,"['522', '992', '1206', '1571']",2335,1,No,"['522','1571','992','2030','2590']",TRUE,0,5,5CDM,5.18,5,0.534,3
913,4596,2012,3,0,3000,34,0,1,F,45,8,0.14,"['571', '1121', '1598', '2012', '2079']",2533,2,No,"['571','1598','1121','2079','2617']",TRUE,0,5,5CDM,5.234,5,0.304,3
913,4604,964,3,0,3000,34,0,1,F,45,8,0.13,"['420', '935', '964', '1511']",2153,3,No,"['1511','935','420','2049','2598']",TRUE,0,5,5CDM,5.196,5,0.7,3
913,4611,1658,3,0,3000,34,0,1,F,45,8,0.13,"['469', '1094', '1606', '1658', '2041']",2217,4,No,"['1606','1094','469','2041','2522']",TRUE,0,5,5CDM,5.044,5,0.614,3
913,4618,1740,3,0,3000,34,0,1,F,45,8,0.13,"['503', '1075', '1549', '1740', '2003']",2337,5,No,"['1549','1075','503','2003','2492']",TRUE,0,5,5CDM,4.984,5,0.744,3
919,4601,603,3,0,3000,33,0,4,M,34,42,0.15,"['603', '651']",2852,0,No,"['1530','2068','715','651','1757','1185','2564']",FALSE,0,5,5CDM,3.662857143,7,1.885714286,3
919,4607,2966,3,0,3000,33,0,4,M,34,42,0.14,"['636', '1121', '1553', '2037', '2458', '2966']",2466,1,No,"['636','1553','2458','2037','1121']",TRUE,0,5,5CDM,4.916,5,0.694,3
919,4610,2977,3,0,3000,33,0,4,M,34,42,0.14,"['484', '1109', '1602', '2458', '2977']",2577,2,No,"['484','1109','1602','2458']",TRUE,0,5,5CDM,6.145,4,-0.0625,3
919,4616,1750,3,0,3000,33,0,4,M,34,42,0.15,"['806', '1750', '1882']",2668,3,No,"['806','1882','2704']",TRUE,0,5,5CDM,9.013333333,3,-2.94,3
919,4619,563,3,0,3000,33,0,4,M,34,42,0.14,"['563', '1000']",2463,4,No,"['1000','2106']",TRUE,0,5,5CDM,10.53,2,-3.87,3
919,4623,2153,3,0,3000,33,0,4,M,34,42,0.15,"['1507', '2153', '2321']",2632,5,No,"['1507','2321']",TRUE,0,5,5CDM,11.605,2,-5.105,3
918,4603,2111,3,0,3000,22,0,4,M,32,34,0.12,"['950', '2011', '2111']",1911,0,No,"['950','2011']",FALSE,0,5,5CDM,10.055,2,-3.395,3
918,4609,2343,3,0,3000,22,0,4,M,32,34,0.14,"['712', '1670', '2343', '2454']",2589,1,No,"['712','1670','2454']",TRUE,0,5,5CDM,8.18,3,-2.04,3
918,4614,1649,3,0,3000,22,0,4,M,32,34,0.12,"['659', '1583', '1649', '2337']",2012,2,No,"['659','1583','2337']",TRUE,0,5,5CDM,7.79,3,-1.533333333,3
918,4617,2863,3,0,3000,22,0,4,M,32,34,0.15,"['1212', '2272', '2863']",2663,3,No,"['1212','2272']",TRUE,0,5,5CDM,11.36,2,-4.36,3
918,4622,2943,3,0,3000,22,0,4,M,32,34,0.15,"['1818', '2465', '2943']",2743,4,No,"['1818','2465']",TRUE,0,5,5CDM,12.325,2,-6.325,3
918,4628,2670,3,0,3000,22,0,4,M,32,34,0.14,"['1958', '2511', '2670']",2470,5,No,"['1958','2511']",TRUE,0,5,5CDM,12.555,2,-6.575,3
921,4624,1115,3,0,3000,66,0,5,F,14,21,0.06,"['121', '250', '363', '492', '564', '666', '738', '1115']",415,0,No,"['121','250','492','564','363','666','738']",FALSE,0,5,5CDM,1.054285714,7,5.98,3
921,4630,2209,3,0,3000,66,0,5,F,14,21,0.09,"['147', '280', '450', '621', '867', '1215', '1628', '2209']",1309,1,Yes,"['147','280','450','621','867','1215','1628']",TRUE,0,5,5CDM,2.325714286,7,4.508571429,3
921,4632,1715,3,0,3000,66,0,5,F,14,21,0.12,"['136', '318', '500', '799', '1090', '1257', '1662', '1715', '1984']",1931,2,No,"['136','318','500','799','1090','1257','1662','1984','2287']",TRUE,0,5,5CDM,2.541111111,9,3.497777778,3
921,4636,1037,3,0,3000,66,0,5,F,14,21,0.13,"['178', '363', '583', '924', '1037', '1291']",2246,3,No,"['178','363','583','924','1291','1579','2030','2250','2469']",TRUE,0,5,5CDM,2.743333333,9,3.012222222,3
921,4639,2630,3,0,3000,66,0,5,F,14,21,0.12,"['147', '321', '575', '909', '1337', '1761', '2045', '2299', '2630', '2674']",2056,4,No,"['147','321','575','909','1337','1761','2045','2674','2299']",TRUE,0,5,5CDM,2.971111111,9,2.83,3
921,4641,2789,3,0,3000,66,0,5,F,14,21,0.12,"['136', '363', '704', '1155', '1590', '1920', '2242', '2575', '2789']",1989,5,No,"['136','363','704','1155','1590','1920','2242','2575']",TRUE,0,5,5CDM,3.21875,8,2.6525,3
924,4642,648,3,0,3000,39,0,2,M,37,34,0.14,"['166', '420', '648', '666']",2482,0,Yes,"['166','420','666','1022','1325','1613','1946','2174','2496','2776']",TRUE,0,5,5CDM,2.776,10,2.654,3
924,4643,1706,3,0,3000,39,0,2,M,37,34,0.12,"['90', '280', '378', '526', '795', '905', '1109', '1295', '1500', '1706', '1723']",1983,1,No,"['90','280','378','526','795','905','1109','1295','1500','1723','1973','2159','2348','2568','2761']",FALSE,0,5,5CDM,1.840666667,15,3.546666667,3
924,4644,1237,3,0,3000,39,0,2,M,37,34,0.14,"['284', '602', '935', '1237', '1321']",2516,2,No,"['284','602','935','1321','1689','2045','2371','2708']",TRUE,0,5,5CDM,3.385,8,2.10375,3
924,4646,1873,3,0,3000,39,0,2,M,37,34,0.13,"['602', '1140', '1715', '1873', '2284']",2189,3,No,"['602','1140','1715','2284']",TRUE,0,5,5CDM,5.71,4,0.225,3
924,4650,1928,3,0,3000,39,0,2,M,37,34,0.12,"['284', '606', '920', '1261', '1537', '1840', '1928', '2128']",2100,4,No,"['284','606','920','1261','1537','1840','2128']",TRUE,0,5,5CDM,3.04,7,2.938571429,3
924,4654,1134,3,0,3000,39,0,2,M,37,34,0.14,"['734', '1134', '1530']",2404,5,No,"['1530','2295','734']",TRUE,0,5,5CDM,7.65,3,-1.276666667,3
925,4645,1233,3,0,3000,21,0,2,F,20,11,0.13,"['416', '810', '1178', '1233', '1522']",2311,0,No,"['416','810','1178','1522','1867']",FALSE,0,5,5CDM,3.734,5,2.618,3
925,4648,423,3,0,3000,21,0,2,F,20,11,0.14,"['409', '423', '693']",2530,1,No,"['409','693','996','1261','1715']",TRUE,0,5,5CDM,3.43,5,2.972,3
925,4649,571,3,0,3000,21,0,2,F,20,11,0.13,"['503', '571', '1185']",2186,2,No,"['503','1185','1912','2560']",TRUE,0,5,5CDM,6.4,4,-0.145,3
925,4652,2645,3,0,3000,21,0,2,F,20,11,0.13,"['507', '950', '1386', '2645']",2345,3,No,"['507','950','1386']",TRUE,0,5,5CDM,4.62,3,2.033333333,3
925,4655,1419,3,0,3000,21,0,2,F,20,11,0.12,"['568', '1196', '1419', '2045']",2074,4,No,"['568','1196','2045','2731']",TRUE,0,5,5CDM,6.8275,4,-0.7375,3
925,4658,2939,3,0,3000,21,0,2,F,20,11,0.14,"['412', '1303', '2223', '2795', '2939']",2539,5,No,"['412','1303','2223','2795']",TRUE,0,5,5CDM,6.9875,4,-1.05,3
926,4647,608,3,0,3000,32,0,1,M,37,31,0.15,"['545', '608', '640']",2668,0,No,"['640','545','545','746','928','1178','1386','1583','1818']",FALSE,0,5,5CDM,2.02,9,4.13,3
926,4651,2463,3,0,3000,32,0,1,M,37,31,0.11,"['473', '590', '776', '909', '1037', '1204', '2463']",1863,1,No,"['590','776','909','1037','473','1204']",TRUE,0,5,5CDM,2.006666667,6,4.293333333,3
926,4656,239,3,0,3000,32,0,1,M,37,31,0.15,"['239', '439']",2700,2,No,"['439','651','897','1147','1390','1632','1916','2155','2356','2594','2810']",TRUE,0,5,5CDM,2.554545455,11,2.360909091,3
926,4659,240,3,0,3000,32,0,1,M,37,31,0.15,"['240', '337']",2803,3,No,"['337','643','890','1189','1431','1715','2007','2295','2549','2814']",FALSE,0,5,5CDM,2.814,10,2.494,3
926,4662,1314,3,0,3000,32,0,1,M,37,31,0.13,"['344', '609', '946', '1208', '1314', '1564']",2250,4,No,"['344','609','946','1208','1564','1852','2094','2500','2268','2768']",TRUE,0,5,5CDM,2.768,10,2.447,3
926,4664,1466,3,0,3000,32,0,1,M,37,31,0.14,"['359', '651', '946', '1280', '1466', '1587']",2379,5,No,"['359','651','946','1280','1587','1886','2170','2515','2772']",TRUE,0,5,5CDM,3.08,9,2.157777778,3
927,4653,2987,3,0,3000,34,0,3,M,42,51,0.16,"['1382', '2987']",2887,0,No,['1382'],FALSE,0,5,5CDM,13.82,1,-5.82,3
927,4657,1483,3,0,3000,34,0,3,M,42,51,0.1,"['1465', '1483', '2670']",1613,1,No,"['1465','2670']",FALSE,0,5,5CDM,13.35,2,-6.85,3
927,4660,705,3,0,3000,34,0,3,M,42,51,0.09,"['705', '2412']",1193,2,No,['2412'],TRUE,0,5,5CDM,24.12,1,-16.12,3
927,4663,1231,3,0,3000,34,0,3,M,42,51,0.08,"['1200', '1231', '2753']",1078,3,Yes,"['2753','1200']",TRUE,0,5,5CDM,13.765,2,-6.765,3
927,4667,1214,3,0,3000,34,0,3,M,42,51,0.09,"['1214', '2791']",1323,4,No,['2791'],TRUE,0,5,5CDM,27.91,1,-19.91,3
927,4669,880,3,0,3000,34,0,3,M,42,51,0.11,"['880', '2151']",1629,5,No,"['2151','2905','2905']",TRUE,0,5,5CDM,9.683333333,3,-5.623333333,3
928,4661,2635,3,0,3000,29,0,4,M,37,30,0.13,"['344', '1045', '1640', '2299', '2635', '2814']",2321,0,No,"['344','1045','1640','2299','2814']",FALSE,0,5,5CDM,5.628,5,0.142,3
928,4666,1446,3,0,3000,29,0,4,M,37,30,0.14,"['428', '1113', '1446', '1560']",2386,1,Yes,"['428','1113','1560','2193']",TRUE,0,5,5CDM,5.4825,4,0.67,3
928,4668,97,3,0,3000,29,0,4,M,37,30,0.14,"['97', '443']",2554,2,No,"['443','1037','1500','1969','2575']",TRUE,0,5,5CDM,5.15,5,0.69,3
928,4670,720,3,0,3000,29,0,4,M,37,30,0.14,"['496', '720', '1000']",2520,3,No,"['496','1000','1462','1882','2132','2321','2518','2734']",TRUE,0,5,5CDM,3.4175,8,1.49,3
928,4671,889,3,0,3000,29,0,4,M,37,30,0.14,"['401', '859', '889', '1204']",2385,4,No,"['401','859','1204','1564','1821','2151','2473','2757']",TRUE,0,5,5CDM,3.44625,8,1.6775,3
928,4673,1687,3,0,3000,29,0,4,M,37,30,0.12,"['356', '712', '1068', '1333', '1643', '1687', '2022']",2065,5,No,"['356','712','1068','1333','1643','2022','2303','2526','2670','2753','2799','2867','2901','2977','2981']",TRUE,0,5,5CDM,1.987333333,15,1.502,3
930,4681,633,3,0,3000,42,0,5,M,36,20,0.06,"['412', '633']",533,0,No,['412'],FALSE,0,5,5CDM,4.12,1,3.88,3
930,4682,2520,3,0,3000,42,0,5,M,36,20,0.14,"['2215', '2520']",2420,1,No,['2215'],TRUE,0,5,5CDM,22.15,1,-14.15,3
930,4683,544,3,0,3000,42,0,5,M,36,20,0.12,"['544', '1469']",1975,2,No,['1469'],TRUE,0,5,5CDM,14.69,1,-6.69,3
930,4684,1032,3,0,3000,42,0,5,M,36,20,0.15,"['1032', '1268']",2664,3,No,['1268'],TRUE,0,5,5CDM,12.68,1,-4.68,3
930,4685,2929,3,0,3000,42,0,5,M,36,20,0.15,"['992', '2929']",2829,4,No,['992'],TRUE,0,5,5CDM,9.92,1,-1.92,3
930,4686,2172,3,0,3000,42,0,5,M,36,20,0.13,"['621', '1200', '2172', '2708']",2164,5,No,"['621','1200','2708']",TRUE,0,5,5CDM,9.026666667,3,-2.226666667,3
931,4687,871,3,0,3000,43,0,2,M,43,29,0.14,"['401', '871', '981']",2490,0,Yes,"['401','981','1337','2193']",FALSE,0,5,5CDM,5.4825,4,0.99,3
931,4688,1062,3,0,3000,43,0,2,M,43,29,0.12,"['166', '583', '965', '1062', '1583']",1879,1,Yes,"['166','583','965','1583','2295']",TRUE,0,5,5CDM,4.59,5,1.772,3
931,4689,1369,3,0,3000,43,0,2,M,43,29,0.11,"['242', '590', '988', '1363', '1369', '1840']",1829,2,Yes,"['242','590','988','1363','1840','2310']",TRUE,0,5,5CDM,3.85,6,2.226666667,3
931,4690,726,3,0,3000,43,0,2,M,43,29,0.12,"['284', '625', '726', '1253']",1973,3,Yes,"['284','625','1253','1530','1943','2556']",TRUE,0,5,5CDM,4.26,6,1.845,3
931,4691,2940,3,0,3000,43,0,2,M,43,29,0.12,"['340', '621', '871', '1143', '1428', '1765', '2151', '2617', '2940']",1940,4,Yes,"['340','621','871','1143','1428','1765','2151','2617']",TRUE,0,5,5CDM,3.27125,8,2.31875,3
931,4692,2899,3,0,3000,43,0,2,M,43,29,0.12,"['189', '488', '776', '1071', '1386', '1871', '2329', '2829', '2899']",1899,5,Yes,"['189','488','776','1071','1386','1871','2329','2829']",TRUE,0,5,5CDM,3.53625,8,2.25375,3
932,4693,730,3,0,3000,24,0,4,M,39,19,0.13,"['556', '730', '1340']",2190,0,No,"['556','1340','2166','2772']",FALSE,0,5,5CDM,6.93,4,-1.1225,3
932,4694,2065,3,0,3000,24,0,4,M,39,19,0.14,"['840', '1469', '1852', '2065', '2234']",2431,1,No,"['840','1469','1852','2234','2795']",TRUE,0,5,5CDM,5.59,5,-0.31,3
932,4695,508,3,0,3000,24,0,4,M,39,19,0.14,"['508', '939']",2469,2,No,"['939','1564','2113','2549']",TRUE,0,5,5CDM,6.3725,4,-0.91,3
932,4696,856,3,0,3000,24,0,4,M,39,19,0.14,"['621', '856', '1068']",2588,3,No,"['621','1068','1746','2159','2719']",TRUE,0,5,5CDM,5.438,5,-0.054,3
932,4697,969,3,0,3000,24,0,4,M,39,19,0.14,"['750', '969', '1284']",2485,4,No,"['750','1284','1821','2613']",TRUE,0,5,5CDM,6.5325,4,-0.66,3
932,4698,2577,3,0,3000,24,0,4,M,39,19,0.13,"['689', '1420', '2011', '2507', '2577']",2177,5,No,"['689','1420','2011','2507']",FALSE,0,5,5CDM,6.2675,4,-0.4225,3
933,4699,657,3,0,3000,25,0,4,M,27,21,0.15,"['657', '791']",2766,0,No,['791'],FALSE,0,5,5CDM,7.91,1,0.09,3
933,4700,1508,3,0,3000,25,0,4,M,27,21,0.16,"['1508', '1526']",2882,1,No,['1526'],TRUE,0,5,5CDM,15.26,1,-7.26,3
933,4702,2296,3,0,3000,25,0,4,M,27,21,0.13,"['2018', '2296']",2196,2,No,['2018'],TRUE,0,5,5CDM,20.18,1,-12.18,3
933,4706,907,3,0,3000,25,0,4,M,27,21,0.08,"['829', '907', '2681']",1026,3,No,"['829','2681']",TRUE,0,5,5CDM,13.405,2,-6.485,3
933,4709,2249,3,0,3000,25,0,4,M,27,21,0.13,"['1507', '2249']",2149,4,No,['1507'],TRUE,0,5,5CDM,15.07,1,-7.07,3
933,4713,1819,3,0,3000,25,0,4,M,27,21,0.12,"['1819', '2803']",1916,5,No,['2803'],TRUE,0,5,5CDM,28.03,1,-20.03,3
938,4718,1852,3,0,3000,40,0,4,M,28,45,0.13,"['246', '469', '1037', '1382', '1662', '1852', '1969']",2283,0,No,"['246','469','1037','1382','1662','1969','2011','2738']",FALSE,0,5,5CDM,3.4225,8,2.1925,3
938,4719,2522,3,0,3000,40,0,4,M,28,45,0.13,"['363', '905', '1189', '1287', '1606', '1912', '2193', '2522', '2541']",2181,1,No,"['905','1189','1287','1606','1912','363','2193','2541','2818']",TRUE,0,5,5CDM,3.131111111,9,2.093333333,3
938,4720,2891,3,0,3000,40,0,4,M,28,45,0.14,"['643', '1409', '1984', '2598', '2891']",2491,2,No,"['643','1409','1984','2598']",TRUE,0,5,5CDM,6.495,4,-0.58,3
938,4724,310,3,0,3000,40,0,4,M,28,45,0.14,"['310', '704']",2506,3,No,"['704','1333','1909','2503']",TRUE,0,5,5CDM,6.2575,4,-0.22,3
938,4726,2684,3,0,3000,40,0,4,M,28,45,0.12,"['356', '803', '1261', '1643', '2170', '2632', '2684']",2084,4,No,"['356','803','1261','1643','2170','2632']",FALSE,0,5,5CDM,4.386666667,6,1.32,3
938,4729,1360,3,0,3000,40,0,4,M,28,45,0.14,"['454', '1045', '1360', '1534']",2526,5,No,"['454','1045','1534','2117','2655']",TRUE,0,5,5CDM,5.31,5,0.402,3
939,4721,786,3,0,3000,34,0,3,M,32,20,0.15,"['219', '786', '867']",2719,0,No,"['219','867','1583','2333']",TRUE,0,5,5CDM,5.8325,4,0.59,3
939,4723,978,3,0,3000,34,0,3,M,32,20,0.15,"['518', '978', '1079']",2699,1,No,"['518','1079','1640','2375']",TRUE,0,5,5CDM,5.9375,4,0.145,3
939,4725,2299,3,0,3000,34,0,3,M,32,20,0.14,"['530', '1007', '1450', '1912', '2299', '2409']",2390,2,No,"['530','1007','1450','1912','2409']",TRUE,0,5,5CDM,4.818,5,1.11,3
939,4728,1721,3,0,3000,34,0,3,M,32,20,0.14,"['462', '924', '1356', '1721', '1863']",2458,3,No,"['462','924','1356','1863','2329','2867']",TRUE,0,5,5CDM,4.778333333,6,0.821666667,3
939,4731,1220,3,0,3000,34,0,3,M,32,20,0.14,"['424', '901', '1220', '1303']",2617,4,No,"['424','901','1303','1666','2090','2549']",TRUE,0,5,5CDM,4.248333333,6,1.43,3
939,4732,2026,3,0,3000,34,0,3,M,32,20,0.12,"['484', '886', '1265', '1606', '1958', '2026', '2314']",2112,5,No,"['484','886','1265','1606','1958','2314','2685']",TRUE,0,5,5CDM,3.835714286,7,1.618571429,3
944,4739,1341,3,0,3000,29,0,2,M,30,25,0.12,"['484', '1189', '1341', '1939']",2102,0,No,"['484','1189','1939','2541']",TRUE,0,5,5CDM,6.3525,4,-0.0975,3
944,4741,50,3,0,3000,29,0,2,M,30,25,0.13,"['50', '712']",2238,1,No,"['1458','712','2215']",TRUE,0,5,5CDM,7.383333333,3,-1.01,3
944,4743,19,3,0,3000,29,0,2,M,30,25,0.15,"['19', '140']",2779,2,No,"['140','734','1537','2246']",TRUE,0,5,5CDM,5.615,4,1.095,3
944,4745,1836,3,0,3000,29,0,2,M,30,25,0.12,"['117', '780', '1583', '1836', '2371']",2065,3,No,"['117','780','1583','2371']",TRUE,0,5,5CDM,5.9275,4,0.625,3
944,4747,1519,3,0,3000,29,0,2,M,30,25,0.12,"['109', '568', '969', '1412', '1519', '1920']",2099,4,No,"['109','568','969','1412','1920','2382','2791']",TRUE,0,5,5CDM,3.987142857,7,1.715714286,3
944,4749,1244,3,0,3000,29,0,2,M,30,25,0.14,"['102', '393', '746', '1060', '1244', '1295']",2449,5,No,"['102','393','746','1060','1295','1625','1890','2166','2352','2715']",TRUE,0,5,5CDM,2.715,10,2.731,3
943,4740,1247,3,0,3000,37,0,4,F,37,21,0.13,"['83', '416', '583', '685', '984', '1045', '1247', '1420']",2127,0,No,"['83','583','416','685','984','1045','1617','1420','2931','2553','2412','2045','2231']",FALSE,0,5,5CDM,2.254615385,13,2.958461538,3
943,4742,1739,3,0,3000,37,0,4,F,37,21,0.13,"['340', '734', '1272', '1359', '1739', '1939']",2300,1,No,"['340','734','1272','1359','1939','2155','2534','2606','2916']",TRUE,0,5,5CDM,3.24,9,1.71,3
943,4744,398,3,0,3000,37,0,4,F,37,21,0.15,"['398', '530']",2768,2,No,"['530','954','1083','1674','1791','2537','2890']",TRUE,0,5,5CDM,4.128571429,7,1.005714286,3
943,4746,1990,3,0,3000,37,0,4,F,37,21,0.13,"['431', '632', '1034', '1500', '1579', '1990', '2189']",2201,3,No,"['431','632','1034','1500','1579','2189','2818']",TRUE,0,5,5CDM,4.025714286,7,1.612857143,3
943,4748,688,3,0,3000,37,0,4,F,37,21,0.15,"['333', '688', '806']",2682,4,No,"['333','806','958','1568','1678','2132','2446','2871']",TRUE,0,5,5CDM,3.58875,8,1.625,3
943,4750,2085,3,0,3000,37,0,4,F,37,21,0.12,"['492', '602', '1102', '1276', '1848', '2085', '2378']",2107,5,No,"['492','602','1102','1276','1848','2378']",TRUE,0,5,5CDM,3.963333333,6,1.991666667,3
946,4753,1079,3,0,3000,36,0,3,M,41,27,0.12,"['791', '1079', '1666']",2013,0,Yes,"['791','1666']",FALSE,0,5,5CDM,8.33,2,-1.41,3
946,4754,2007,3,0,3000,36,0,3,M,41,27,0.1,"['897', '1579', '2007']",1607,1,Yes,"['897','1579']",TRUE,0,5,5CDM,7.895,2,-1.095,3
946,4756,2492,3,0,3000,36,0,3,M,41,27,0.14,"['640', '1299', '1928', '2492', '2534']",2558,2,No,"['640','1299','1928','2534']",TRUE,0,5,5CDM,6.335,4,-0.2275,3
946,4758,2133,3,0,3000,36,0,3,M,41,27,0.13,"['606', '1291', '1977', '2133', '2496']",2237,3,No,"['606','1291','1977','2496']",FALSE,0,5,5CDM,6.24,4,-0.2375,3
946,4759,1083,3,0,3000,36,0,3,M,41,27,0.14,"['685', '1083', '1310']",2573,4,No,"['685','1310','1905','2484']",TRUE,0,5,5CDM,6.21,4,-0.1725,3
946,4761,1933,3,0,3000,36,0,3,M,41,27,0.14,"['1026', '1602', '1933', '2212']",2421,5,No,"['1026','1602','2212','2609']",TRUE,0,5,5CDM,6.5225,4,-1.235,3
945,4751,2939,3,0,3000,28,0,2,M,45,52,0.15,['2939'],2739,0,Yes,,FALSE,0,5,5CDM,0,1,8,3
945,4752,2799,3,0,3000,28,0,2,M,45,52,0.15,"['1571', '2799']",2699,1,No,['1571'],TRUE,0,5,5CDM,15.71,1,-7.71,3
945,4755,75,3,0,3000,28,0,2,M,45,52,0.11,"['75', '1109']",1866,2,No,"['1109','2178']",FALSE,0,5,5CDM,10.89,2,-4.37,3
945,4757,2741,3,0,3000,28,0,2,M,45,52,0.14,"['863', '2257', '2741']",2541,3,No,"['863','2257']",TRUE,0,5,5CDM,11.285,2,-4.485,3
945,4760,2356,3,0,3000,28,0,2,M,45,52,0.13,"['1015', '2106', '2356']",2156,4,No,"['1015','2106']",TRUE,0,5,5CDM,10.53,2,-3.87,3
945,4762,1428,3,0,3000,28,0,2,M,45,52,0.12,"['928', '1428', '2162']",2066,5,No,"['928','2162']",TRUE,0,5,5CDM,10.81,2,-4.01,3
948,4764,1555,3,0,3000,26,0,2,M,39,51,0.11,"['352', '1333', '1555', '2401']",1854,0,No,"['352','1333','2401']",FALSE,0,5,5CDM,8.003333333,3,-1.146666667,3
948,4766,1868,3,0,3000,26,0,2,M,39,51,0.13,"['435', '1560', '1868', '2299']",2269,1,No,"['435','1560','2299']",TRUE,0,5,5CDM,7.663333333,3,-1.14,3
948,4767,2911,3,0,3000,26,0,2,M,39,51,0.15,"['909', '2015', '2911']",2711,2,No,"['909','2015']",FALSE,0,5,5CDM,10.075,2,-3.275,3
948,4769,1793,3,0,3000,26,0,2,M,39,51,0.13,"['500', '1793', '2303']",2290,3,No,"['500','2303']",TRUE,0,5,5CDM,11.515,2,-4.195,3
